reviewer,date,link,text
Alessandro Belotti,2025-07-28,https://www.trustpilot.com/reviews/688724999809d29ad261cf77,"I booked a car online with everything confirmed and paid in advance. At the counter, I clearly declined extra services and only requested prepaid fuel.

Despite that, I was later charged for an additional insurance I never agreed to, followed by another unexpected charge after returning the car — with no explanation or invoice. On top of this, my deposit was never refunded!!!

I contacted customer service multiple times via email. To this day, no one has responded.

Extremely poor experience, lack of transparency, and zero customer support. I cannot recommend this company."
Stephen,2025-07-28,https://www.trustpilot.com/reviews/6886ac4fd9463f657e2e2ca2,"Be wary using this company.

I booked my car through Expedia. However, upon collection at London Heathrow the price was considerably higher. When I questioned this I was told it would be resolved when the car returned and final invoice produced. A week later I have been billed the overcharged amount and neither Expedia nor Europcar willing to sort it out. In fact Europcar wrote to me saying they would not honor the Expedia pricing.

Unethical and dishonest. Not a company I will be using again and I warn anyone booking to be wary too."
Miss Amy Magnus,2025-07-27,https://www.trustpilot.com/reviews/68860b5a042ae9e8350cac86,"If I could give 0 I would.
Our experience with this company was deeply frustrating and disappointing from start to finish. The customer service is absolutely appalling — no one was willing to take responsibility or even attempt to resolve the issues we faced. Every time we reached out for help, we were either ignored or passed around with no real support.

We were also given completely incorrect information about petrol prices, which led to us paying far more than necessary for the journey we took. When we raised this, it was brushed off without any accountability.

To make matters worse, there was a problem with the car itself — and again, no one wanted to assist. We were left to deal with the situation on our own, with no guidance, apology, or even basic courtesy.

I strongly advise others to avoid this company. Do not hire from them. The service is unprofessional, unreliable, and not worth the hassle or the cost."
Ed Taylor,2025-07-26,https://www.trustpilot.com/reviews/6884fd28ac3100e93c05e967,The longest wait I have ever had for a hire car - it was inconceivable the amount of time they took to deal with people. Then there was a problem with my booking and we had to start again. They refused to allow me to use my own insurance. They were uncontactable after the hire to discuss a lost jacket. An absolute shower . . . And very expensive. They also misled me about there being no petrol stations nearby in order to encourage me to take their fuel pre- paying service.
Jane Davis,2025-07-26,https://www.trustpilot.com/reviews/6884da03ed9e042dc1c6894c,"Provided a courtesy car from them via insurance following an RTC.
Arrived with the driver saying “ you won’t like it” , well that was a good start.
The car was fine, arrived with a full tank of petrol etc.
had it for 10 days, I called to say we had our own car back following repairs and I was told the courtesy car would be picked up the following day at a certain time.
No sign of them.
No answer to my calls.
Wasted a full day waiting in for any form of contact.
Well they can have it back at my convenience now.
Avoid if you can ."
Joanne,2025-07-26,https://www.trustpilot.com/reviews/6884996098e7818e944f979a,"Worst hire company ever. Taken extra petrol out of bank. When we had filled up the tank bank up. Querying this further! Only had the vehicle for 17 days. No way on this earth had we used extra petrol, what petrol we used we put back in."
Consumer,2025-07-25,https://www.trustpilot.com/reviews/68836ca18733a5e52358c240,"Booked a vehicle, Europcar then rang me and cancelled it, still waiting 6 weeks later for my £272 I paid online to be refunded. Absolute joke!!"
Mark Parry,2025-07-25,https://www.trustpilot.com/reviews/68835ec83a70dc42f3b10606,"Your company/branch (Woodford Green, Essex, UK) is a total disgrace.

I was called only three minutes before I was due to collect a large van. James (Jimmy) explained that only a smaller wheelbase van was available but that I would be receiving £30 as compensation.

Months later and I still have not received the promised money. The manager was there and was extremely apologetic, but still hasn't bothered to keep to his word.

This branch is a mess and I'd give zero stars if I could! Honestly disgusted with how I've been treated and I hope you'll consider the above and look elsewhere; especially if you require a long wheelbase van.

0/10."
Amy,2025-07-25,https://www.trustpilot.com/reviews/688314a9b734d1f67da7aa15,"Unfortunately our experience with Europcar was not good. Upon collection of the car they added £250 of extra charges including Gozen. The document we signed was in French and when I queried the increased price I was told it was due the security deposit and no money would be debited but it was !
Europcar have no interest in refunding me the money despite the fraud. Go elsewhere unless you want to be ripped off."
Wxxxxx,2025-07-24,https://www.trustpilot.com/reviews/68828fe743cb2f10ae963af8,"Booked a vehicle via booking,com for 10 days at Olbia airport Sardinia DEPOT returned on 30th june. Checked and signed off no issues.
STILL WAITING 25 DAYS LATER FOR MY 500 euros deposit back robbing bastards now seeking my lawyers with FCA told as non UK its takes 28 days. What utter bollox !! FCA sort these thieves out !!"
Alex,2025-07-24,https://www.trustpilot.com/reviews/68821d317bcb835bf64d2193,"I hired a vehicle from Europcar and had to top up the engine oil during the rental because the car was running low — not ideal, considering it should have been checked before hire. I contacted Europcar at the time and was told I would be reimbursed for the oil purchase.

I provided the receipt as requested, but since then I’ve been ignored. No refund, no reply, and no explanation, despite multiple follow-ups.

It’s not about the small amount of money — it’s the principle. If Europcar can’t follow through on a basic reimbursement they agreed to, I’d question how they handle more serious issues.

Disappointing experience. If you value accountability and clear communication, I’d think twice before booking with Europcar."
nicolas gyorgy,2025-07-24,https://www.trustpilot.com/reviews/68820da6e7fbd713eb8b66cb,"Been charge for fuel when i returned the van with a fuel tank.
Everyone is ignoring my call and email, they put me on hold when I call then end the call."
Amy Johns,2025-07-24,https://www.trustpilot.com/reviews/68820ae3523bf1daadb72a4a,I rented a car abroad in Thailand in March I have not received my deposit back and it’s July. I have contacted customer service multiple times and they have been no help saying they are unable to find my booking.
David Chisam,2025-07-24,https://www.trustpilot.com/reviews/6881ab176f65d6a7cf273dd0,"Europcar Heathrow.
Arrived off a 32-hour flight from New Zealand. Tired and disorientated I arrived at the desk ready to produce my CarTrawler.com voucher for the 30-day rental. This was not required, apparently. I asked about an upgrade to a car with automatic transmission and was told that one was available at an additional 25 GBP per day. I was told by Danielle that because she was not (now) going to be charging me for the additional driver (upon the return of the vehicle) that additional cost would only ‘feel’ like 5 GBP per day as the additional driver would have otherwise been charged at 20 GBP per day. We signed the documents, drove away and then 30 minutes later realised we’d been well and truly conned by Danielle.

The cost of the additional driver, for the original vehicle or for the upgrade was NOT 20 GBP per day (or 600 GBP in total). It’s only 186 GBP for the whole period (according to their website) for the upgraded vehicle. I phoned Customer Services from a service station on the M5, who also said that the 186 was too cheap and it they’d never offer an additional driver for less that 13 GBP per day.

So, having already paid 1,034 GBP for the original vehicle I was stung for another 1,035 GBP for the upgrade. The payment was taken out of my bank account, and this prompted an email to their customer services. Several emails later, during which I was told that “You’ve signed the documents, so you had to pay”, and that “I (the customer service rep) was not there when you had the conversation with Danielle, so I can’t confirm or corroborate what was said and so can’t offer a refund for the difference” etc etc, it went on.

The upgrade vehicle, should I have booked that originally, would have cost me 1,390 +186 = 1,576. I was conned out of 492 GBP. I wasn’t asking for a refund for the whole amount, just this difference. I would have been happy to pay the correct price for the vehicle that I had.

The whole ‘show’ was a farce. “For this deal I need to get my manager to sign this off. It’s that good” (Danielle). The whole things was a well-practiced hustle.

This whole experience really played on my mind for the whole of my holiday in the UK. This experience and realisation of their wrongdoing was something I was unable to reconcile with.

Avoid, avoid, avoid. I hope my that by writing this I can help others to avoid a similar experience.

Reply from Owner following my Google review . .
""Hello David,

We appreciate your feedback and we are sorry to learn you were dissatisfied with our service.

Give us the chance to solve the issue by providing more details using this link **** where our customer service team will be in touch.""

Total waste of time. No change in stance, just ""Europcar UK have provided you with an explanation for the fee you raised. Based on the information available and the explanation from Europcar UK, we regret to inform you that the upgrade fee is valid and cannot be waived."""
Steve,2025-07-24,https://www.trustpilot.com/reviews/6881611156b9fb1865c56f41,"Terrible experience. I booked and paid for an SUV just three hours before pickup, only to arrive and be offered an electric car I never requested. When I declined, I was rudely dismissed and then told the only option was a tiny Fiat 500 — completely unsuitable for a family.

Other customers were facing the same issue, including those who had booked weeks in advance. The staff were rude, unhelpful, and took a “tough luck” attitude with everyone. I was even told it was my fault for booking “too late” — despite their system accepting my payment and confirming availability.

The whole experience was chaotic, unprofessional, and completely ruined the start of our family holiday. I had to get a refund and find an alternative at the last minute. Easily the worst customer service I’ve ever experienced. Never again."
Sue Lightfoot,2025-07-23,https://www.trustpilot.com/reviews/6881355d723851dd20eb3c7a,"Steer clear. There are enough car hire companies around to choose from. Hire car returned, and recieved a call, whilst on holiday, saying I owed money for a fine for a toll road. I knew it wasn't right, but I was bullied into paying it, as it was my ex partners card on the car and I did not need the hassle.
When I got home, I contacted the toll company, to find that there was an error and the fine had been quashed. I contacted Europcar and was told they would look into the refund.

Two weeks later, still no refund and no response to my formal complaint. They were quick enough to bully me into paying the fine, but not so quick to refund what they owe me.

Awful customer service, with absolutely no idea how to help me get a resolution, other than to say someone will be in touch within 5 days!

Will not be using these again and would not recommend"
Hesham Mohamed-Idris,2025-07-23,https://www.trustpilot.com/reviews/6880ec03aaa41e77b1fa1e88,Worst experience ever! Quick to take your money but not quick to provide you with any help. I rented a car out and extended it. They emailed me on the morning of my last day stating that the vehicle insurance was no longer valid and that the vehicle was overdue although I had paid. They then took out 2 identical payments of 83.34 from different branches and a further payment of 178 after I had complained and they had ensured that my case was being looked in to. Now they are taking forever to respond and not looking in to my case with urgency although they have taken roughly £500 for no reason
Mr Kevin Roylance,2025-07-23,https://www.trustpilot.com/reviews/6880cb4da24b6db847e30a0e,"Car hire in itself was ok but at the checking in process the staff member tried to upgrade as we had booked flights through Ryan air. After several minutes of selling, the upgrade would have cost a ridiculous amount so we stuck with our original car. The real bug bear is that we verbally agreed to return the car with a full tank of petrol, which we refilled at Birchanger services next to Stansted. Expecting a refund of the fuel deposit we paid of £47.04 and after re fuelling at a further cost of £18.63 thus totalling £65.67. Did we receive the deposit back, No. We contacted Europcar who opened a case but sadly even though the vehicle showed we had refilled the car to the exact amount that was in the tank originally they would not refund the deposit. This seems to us to be extremely unfair. Be very wary."
josh palmer,2025-07-23,https://www.trustpilot.com/reviews/6880c028480ceece48fafef9,"Hired car on the website
Was called saying that the car was not available when I triedto cancel they tried to charge a cancellation fee for there mistake"
Lanre Sonola,2025-07-23,https://www.trustpilot.com/reviews/6880afb5f9683feb4599bd87,"I rented a van from Europcar on the 13th of June and returned it the following day, the 14th. While I’ll admit their vehicles are quite lovely and modern, that’s about the only good thing I can say. The rest of the experience was a full-blown disaster.
I used the van to move boxes to my new house, driving a total of just 38 miles. However, when I went to refill the tank before returning it, I had to put in 14.61 litres of diesel. That’s laughably excessive. For context, I drive a diesel SUV 64 miles round-trip to work daily, and that uses only 4–5 litres. So how did 38 miles in a van burn through nearly triple that?
The answer is simple: the vehicle wasn’t filled up properly when I received it. The digital fuel gauge can be deceiving, giving the impression of a full tank even when it’s not. I mentioned this immediately upon return, only to be told that maybe the heavy boxes I moved caused it. A flimsy excuse at best.
I raised a formal complaint online on June 15th, expecting the promised ""7 working day"" resolution. It's now well past that, and I’ve received nothing but silence and disgraceful customer service. I've been hung up on twice after providing my complaint reference, and on one occasion, I was subjected to the rudest, most unhelpful call imaginable. Not once did anyone seem remotely interested in resolving the issue.
If you're thinking of using Europcar, don’t unless you’re prepared to be ignored, insulted, and treated like a nuisance the moment you raise a concern. Their complaint process is more like a black hole. Once you're in, expect no return.
Avoid Europcar. Their shiny cars hide a rusty, soulless machine underneath."
Lee,2025-07-22,https://www.trustpilot.com/reviews/687fc66e5e4b61b771fb2fae,"**London Stansted - Be wary of upselling**

We’re the expat family with 2 kids and grandparents either side of the country. We need a rental with a big boot.

Europcar website has an MG model they state takes 3 cases. The only other cars they state this are their premium models.

When you select the MG model online, when you come to pick it up you will likely be told it’s not available but they can upgrade you to a premium model. They will offer you standard model car that even by their own website can only take 2 cases. Forcing you into the premium models.

By this point you are stuck. An online booking of £850 cost me £2,000 in increased insurance coverage (yeeeah they waived the upgrade fee). They are only interested in upselling anything they can to you."
Allan Heels,2025-07-22,https://www.trustpilot.com/reviews/687f74ad83da34c8253500be,I am disabled and need a replacement car as mine needs to be fixed motability use europcar they need a £1 payment for fuel but they are having problems with natwest instead of trying to solve there problem with natwest they said its my problem with the bank so we'll done europcar mobility great job
Chris Smith,2025-07-22,https://www.trustpilot.com/reviews/687f5e09f7631375e437d1ca,"I will not be using Europcar ever again in the future. I had a car booked for 12 days in Crete all paid for in advance. Unfortunately our flight was delayed by 2 hours. This meant the office would be closed when we arrived at midnight. I phoned the local office to tell them I would be arriving late hoping they would stay open the extra 30 minutes. They told me that they wouldn’t stay open longer and if I don’t collect before they closed I would be a “no show” and I would lose my booking and all the pre paid money. I asked if i could collect the next morning, and was told no because they would have already cancelled the booking and put me down as now show. They suggested I call customer
Services, which would be great but that was closed at 4pm on Sunday. I tried to modify my booking online but that was just trying to charge me £300 more to have a booking 1 day shorter. To avoid the no show fee I had to cancel the booking online. WHY could I not just pick up the car a day later as I had already paid the full amount!! Side note noticed the hertz desk has stayed open late to meet the flight. After starting a customer complaint, Europcar informed me they re within their rights to not refund my deposit as I didn’t give 48 hours notice to cancel. This leads me to think they would have actually kept all my money and put me as a no “show “. Will not be using Europcar again and hope others learn from my experience."
Kevin McNamara,2025-07-22,https://www.trustpilot.com/reviews/687f5da7beabeb7c79df0651,Absolutely APPALLING service. Motability car was booked over a week ago. I rang the day before car was due to be delivered to make sure booking was on schedule and was told yes. I then I get a message on the due date of delivery to say your booking has been received and we will call you 24hrs before car will be delivered. After numerous calls on the due day and over 2 hours hanging on the phone each call said no-one available please call back. AVOID AT ALL COSTS !!!!!
Marie Penge,2025-07-22,https://www.trustpilot.com/reviews/687f53d9f20cf5466c7f2d86,Had a car booked and they had a note of my flight details. Received a call 5 hours before my flight to say the office will be closed when we arrive at Belfast International Airport. We were visiting Northern Ireland as our son was competing in the Open with a 7am tee off the next day. The member of staff who informed me of this was unapologetic and rude. She then informed me that I can collect the car the next morning. She also advised me that if I hired a car off another company would be about £2000. I had visions of us sleeping in the airport!! As it happened we managed to sort a plan B. We missed the first half of our son’s day 1 of his tournament. Will not use this company again.
kasha karaban,2025-07-21,https://www.trustpilot.com/reviews/687e7efd08a2c8ea6b3d6d55,"I would give 0/5 if possible. Bunch of scammers at Heathrow airport. We booked 8 months in advance and they didn't have the car we requested when we got there. Had no choice but to get the ""upgrade"" which ended up costing 3x the original quote. We complained after and nothing can be done. They don't care about anything but money"
customer,2025-07-21,https://www.trustpilot.com/reviews/687e76848c1cd61b8446c84c,"Been charged 40 for returning my car with more fule in than it had when they delivered it, had the car while our motability car was in the garage. Car was OK but staff of the phone seemed annoyed my requirements are complex, collection went OK then 4 days later there has been a charge on my debit card no email no invoice in the post and the person on the phone didn't seem to be interested in helping avoid"
GDerouet,2025-07-21,https://www.trustpilot.com/reviews/687e404da853c77e33a259be,"Very bad client experience. Car rent 1 month in advance, check-in done at the same time and validated. But the day of the delivery, I have been informed that the check was not ok, with not capacity to provide missing document, I was not aware of… They cancelled the booking and proposed not to charge the cancellation fee … I have never seen so poor service. It is a shame."
Teresa Fury,2025-07-21,https://www.trustpilot.com/reviews/687e39883d5daef30cb5d91f,One star is one too many collected car just handed the keys no inspection no invoice just my card to hold the reservation returned well befor due time once again no inspection just took keys and said deposit would be returned and invoice would be sent to my email 3 days later email saying car was 3 days late still no invoice or email rang 3 times on phone for 1 and half hours being passed from customer services finally got through to the branch booked one car received a completely different one Never again would I book with this company
Alina,2025-07-21,https://www.trustpilot.com/reviews/687e2c19fcb5019be8a9a80d,"Worse company even .
Charged my fine after one year .
Just took money from my account without any information.
I not even sure if it is my fine or not.

I parked in train station once but I am sure I stay there no more than allowed free time.

Just steal my money in Aberdeen"
Stuart Abraham,2025-07-21,https://www.trustpilot.com/reviews/687e189dbfbbe96f54f9d56c,"Disgusting thieves. Had a slight mark left on the car, about 1cm long and didn't even scratch the paint, where a pedestrian obviously knocked it wih a bag or something. Got a £600 charge with no warning and refused to provide any explanation on how it cost this much."
Mark Moss,2025-07-19,https://www.trustpilot.com/reviews/687b626417e61a924643052a,I reserved a car well in advance. When I arrived they had no cars available for the model or an equivalent model. I had to have the one car that was left. Despite many phone calls and emails no real apology or anything sorted out.
Alex Lally,2025-07-18,https://www.trustpilot.com/reviews/687a6527044c281d568847b4,Don't bother booking with the Norwich Airport branch. I booked a car online paid for it and waited for it to arrive. When it didn't I rang the branch but you just cannot get hold of anyone. The phone just rings and rings! When a person did eventually answer she told me that the booking had been cancelled and that they had rung to tell me but I hadn't had any missed calls or had any messages left so she was lying however she tried to tell me that it was me that was lying! Are you freaking kidding me?? She was so unprofessional on the phone her tone of voice and the way she spoke to me was bang out of order she had a real bad attitude which was not called for! Before I could insist that noone had rung me she told me that I would receive a refund in about 2 weeks and then hung up on me. I tried ringing back but unsurprisingly noone answered! This business is a joke and I won't use them again. They have caused me so much stress in dealing with this. Never again! Wish I had read the reviews on here and TripAdvisor before going ahead and giving them my money!
PIOTR CZASTKA,2025-07-18,https://www.trustpilot.com/reviews/687a61ff5ec234f8fcdd68d4,"Europcar is a awful company.

Suddenly 9 months after the rental they send me a link to pay for my rental. No explanation just saying I did not pay. I have provided the invoice they issued when paid. Then they change the story saying they had a system error.
As a courtesy I send them a copy of my bank statement, showing the transaction but they not happy.
When tried to contact on the phone couple of times I got the message from other department they experience technical issues.
Of course they use all Legal threats etc you to make you feel scared and pay.
Such company's should be prosecuted for doing so."
PWallace,2025-07-18,https://www.trustpilot.com/reviews/687a52a431f1f3fa02056506,"This company is the WORST hire car company IN THE WORLD!! The staff, when you can get hold of them, are rude, incompetent and aggressive! I would advise people to NEVER EVER use them and AVOID at all costs! There are so many other companies out there that will treat you with respect and care. This company is not one of them!"
Jenny Edwards,2025-07-18,https://www.trustpilot.com/reviews/68797cb80c917502aae5ba12,"Avoid this hire company at all costs. Congestion charge fine received via Europcar but not my fine, not during my hire period, complete incompetence likely deliberate theft straight from visa because they can."
Kenneth Bain,2025-07-17,https://www.trustpilot.com/reviews/68792ef30e635291a2c23f40,"Awful experience. Booked through a third party website, the agent spent too long trying to get me to pay for an expensive upgrade which i refused but found out later that he had still charged me for an upgrade. The charges were confusing given I had booked and paid already and I made the mistake of trusting the integrity of Europcar staff. There were other extras added on that were never discussed. The agent then spent time trying to get me to give them a 10/10 review at the end of the rental. They get 0/10. The agent was nothing but a financially incentivized add on seller. First time meeting a snake oil salesman. Never again. The rental was actually expensive to start with and then was extortionate with the additional charges I was landed with."
Consumer,2025-07-16,https://www.trustpilot.com/reviews/687800315fb41500b86add55,"I’ve only put 1 star because there was no option for No stars
We recently received a parking fine from Manchester airport in a hired vehicle from Europcsr.
The fine was £60 rising to £100 if not paid within 14 days from the date of the charge.
Europcar forwarded us the fine a month later together with a £33 admin fee which they are refusing to waive - despite the fact it’s their fault our fine increased by £40"
Caroline Frankel,2025-07-16,https://www.trustpilot.com/reviews/687795ffbbdf38405994cbbc,"Awful experience, would never use again. They outright robbed me of 240 pounds. Car door was damaged upon pick up but strangely it wasnt already noted in the system when I returned the car. Got back home to Australia to find additional charge of 240 pounds on my card for additional products that I was supposedly offered at the desk. That is 100 per cent a lie. The assistant Ilias never offered me any extra products or services and I certainly never agreed to any. He must have ticked additional boxes on the paperwork without telling me. He kept me waiting for 10 minutes to serve me when there was no one else waiting. Waiting area was dirty . Have contacted the customer services team only to be told my request to a refund for their outright robbery has been refused. Would never ever hire a car from them again. Complete theft of 240 pounds."
Mr Williams,2025-07-16,https://www.trustpilot.com/reviews/6877781ad8b5fcf45d09dc58,"We went through the lengthy process of signing up, choosing to have the car delivered as we are staying on a campsite near Birmingham for our holiday.
Supplied all the relevant documents (drivers licence proof of address etc) and paid the fees. We got an email confirmation and all was good.
Then we got a call to say they cannot deliver to a campsite, no idea what difference that makes but nothing they could do. Sounds bizarre as Europcar surely have many holidaying customers who would love to use this service.
Europcar have missed a trick and wont be getting my custom again. We have gone elsewhere now"
Margaret Guite,2025-07-15,https://www.trustpilot.com/reviews/6876814afe0786561cb5a739,"Car booked by phone, not available on arrival"
Mike Going to Greece,2025-07-15,https://www.trustpilot.com/reviews/68765fd5795286aefb4539ff,"The company over charged us for mileage. We disputed a month ago and no response. Now we are receiving 'final notices' on payment. I have tried to contact the customer service and no response. I called the collection team and they there is nothing they can do but to pursue. I have now raised the issue with BVRLA. Hopefully, will be resolved, but we will not be using them again."
Jo,2025-07-15,https://www.trustpilot.com/reviews/687650db8caf3f7290ff0e49,Hire car due to be delivered on Friday. No contact since car ordered. No car arrived. The purfleet branch doesn’t accept phone calls. What am i supposed to do? Customer services said go down to purfleet and find out where car is? How can i do that when i don’t have a car. DO NOT USE THIS COMPANY
D W,2025-07-23,https://www.trustpilot.com/reviews/68763cad9f6192604f99e4b0,"Europcar failed to collect the rental vehicle as contractually agreed. In fact they suddenly many hours late turned up out of the blue, with the woman driving away the vehicle clutching an opened can of Fosters beer. This was acptured on our CCTV system.
No apology, no adequate documentation to conclude the rental.
Appalling customer service."
Dan,2025-07-15,https://www.trustpilot.com/reviews/687631b17ab8fb4bccf2fa58,"What went right is the real question...

Hired a van on the phone with a customer service agent who told me the van was available in the chosen location. After booking on the phone and paying for the van, i shortly (within 30 mins of booking) received a voice message call to say the van wasn't available.

I called in after waiting on 30 mins on hold to be told that they will cancel my booking. Having not received a fund and having sent 8 emails, called in multiple times to be placed on hold for 30 mins for them to hand up on 5 occaisions im still yet to receive a refund.

I then got an email to say i have been charged a no show fine on top of that... so im now further in with this. Continuing to make contact with no help from their customer service and emails still yet to be answered...

No resolution so far and i'm continuing to chase..."
darren scott,2025-07-15,https://www.trustpilot.com/reviews/687607861b373fe6e1748790,"I hired a car from Europcar for 10 days at a cost of £380. Almost immediately after booking, I realised I needed the car for 12 days instead. I phoned their call centre and was told not to amend the booking — just to call back once I had the car, and they’d add the extra 2 days at £38 per day. Sounds simple, right? It wasn’t.

Two days into the hire, I called to extend the booking by 2 days — exactly as instructed — and was told I’d have to pay £420. That’s more than the original £380 for 10 days, just for 2 more days! Even more outrageous, I checked online and the same car was available for £170 over the same 2-day period.

When I asked why, I was told the only option was to return the vehicle all the way back to Edinburgh Airport (a 140-mile round trip for me), start a new booking, and drive off again — all for something I was told could be handled over the phone for an additional £80 total.

I raised this as a complaint and was told to contact the Edinburgh depot directly. After 5 separate attempts and 5 hours on hold over 2 days, I gave up — which I suspect is exactly what they count on.

I went back to the main number and asked to speak with customer service, only to be told:
“It’s what the computer says — there’s nothing we can do.”

Absolutely disgraceful service, zero accountability, and pricing that borders on predatory.
BE AWARE before booking with Europcar.

Reservation number:
1191262518"
Lindsey B,2025-07-15,https://www.trustpilot.com/reviews/6875ee0ce12f165d5ad840b7,Booked a Luton van then had it cancelled next day as it wasn't available. Don't let people book it if it's not available
Samidu Gayan,2025-07-15,https://www.trustpilot.com/reviews/6875944153dd48806c650b4c,"Do not rent a car from Europcar without being fully informed. They are overcharging customers. If you receive a traffic fine, they will charge you a £45 handling fee on top of the fine itself. When I arrived, they told me the car I had booked was not available and pressured me into paying for an upgrade"
Mrs B,2025-07-14,https://www.trustpilot.com/reviews/6875438c5325b06a0e9f1e59,"We were given a car (after a long wait, because they got the collect time wrong) at Cork airport, which had 9 defects listed and 65, 000 miles on the clock. After 3 days of use, the car broke down. We had great diffuculty in contacting Europcar, too much to detail here, but in the end we had to pay our own taxi for a long distance journey to pick up another car. We then received an email to say the snapping of a gear cable was DRIVER ERROR. Europcar have now taken over £500 from our Visa account and refuse to reimburse us for our expenses."
ASHLEY,2025-07-14,https://www.trustpilot.com/reviews/68753f36e6d2d3553013fd4d,"‼️ warning ‼️ warning ‼️ do not rent any vehicles from this company.

I rented a car for 4 days I took full cover out which covered the Tyers and the whole of the car.

So I headed to the highlands with my wife and unfortunately I got a flat tire.

I called customer service to arrange for a recovery van to come out to give me a new tyre but I was told sorry we don't come to the highlands you will have to arrange your own replacement.

I said too the person on the other end of the phone but I have full cover 24 hour cover is that not correct
I was told you do have that cover

So I said what's the problem

I was then told again we don't come up to the highlands

I said then you should not of sold me the policy as I told the girl at the Edinburgh airport
Office that's were I am going as she asked me were I was travelling too
her name is Kim

I had no choice but too call my own recovery van it cost 171 pounds

Europcar sells insurance policy that are false. They are full of lies do not believe them
I was a member but have had enough of there lies and how they treat there costumers"
davidreed113,2025-07-14,https://www.trustpilot.com/reviews/68750cfe5ee943df6c5c2d75,"I was the victim of a very well practiced con trick by the desk staff at Faro airport. After I booked the car in the UK, I phoned Europcar and asked if they sold damage waiver Insurance (I normally buy it separately online). I was told that it wasn't necessary as all their cars were fully covered under the rental agreement. At the Faro desk, I agreed to pay for a vehicle upgrade, and they asked me for a large amount of deposit to cover damage. Realising that I did need damage waiver, I told them I was just going buy the damage waiver online for £42 for the 8 days i needed. The desk staff said they would sell it to me for £24, so I accepted. When my credit card bill came through, they had charged me £24 a day! They also charged me around an extra £50 to collect the car! I have phoned and written to complain, but they don't care. Of course they don't - it's their way of operating - deceitfuly. I'm really dissapointed, I thought they were a reputable company 😔"
Lloyd Ross,2025-07-14,https://www.trustpilot.com/reviews/6875092494cdbd1926c169db,"Awful service.... Rang to say they have no cars after I'd booked online. Same thing happened two weeks ago after booking on line and paying my rental... When I pointed this out, they then proceed to say they do have a car....... Made my way by taxi over there (£15)....only to be told that after doing a credit check(which I wasn't previously told about) I'd failed, so couldn't rent a car after all 😡😡😡😡"
Brendel Ganga,2025-07-14,https://www.trustpilot.com/reviews/6874d177ee0adf341e223260,"I returned the car only for the branch to be closed, when I called customer service they said I had to take it to different location, I had to take it to Gatwick Airport and was charged for dropping off another location. More fuel and accommodation i had to pay for. Crooks!!! Dont ever rent a car from them. The agents lie"
Lewis Martin,2025-07-14,https://www.trustpilot.com/reviews/6874b067fcbb53edb68fba52,Car was fine when I collected but they gave me a smaller car than I paid for and tried charging me £300+ extra for a bigger vehicle I bit the bullet and took the smaller car this was okay then I returned the car the man inspected the vehicle everything was fine the man then said to me I would receive my deposit back with in 24 hours after 10 days and countless phone calls I am still waiting for my deposit this company is a joke I will be sticking to enterprise
James,2025-07-13,https://www.trustpilot.com/reviews/6873f207e471a83668c516da,"Nothing much to add over all the other negative reviews on here. I hired a car from these criminals in Ireland, filled the car up at the airport petrol station and dropped it off full. Received a bill the following day for 30 euros for not returning with a full tank. Customer service is non existent with these people and they just take the money off your credit card, nothing you can do. I am challenging this on the Resolver website.

I will never use this company again and I suggest anyone reading this so the same, this company is run terribly and will give you nothing but stress."
Michele Barbagli,2025-07-13,https://www.trustpilot.com/reviews/6873c74725d5d401530d8bcf,"Avoid Europcar Stansted at All Costs – Scam Artists!

I booked a car through Ryanair for €150, thinking I was getting a fair deal. Once I arrived at the Europcar desk at Stansted, the nightmare began.

They tried every trick in the book to confuse me and inflate the price – hidden fees, invented extras, unclear explanations. It felt like I was being hustled in a market stall, not a professional rental company.

In the end, I ended up paying three times the original price just to add a second driver and get full coverage – things that should have been clear and reasonably priced from the beginning.

This is not just bad service – it’s borderline fraud.
Run away from Europcar Stansted. Don’t fall into the same trap."
